*T 4/2
*K G Minor
*M simple quadruple
*P 2000.0
Note	0	2000	69
Note	2000	6000	69
Note	6000	10000	69
Note	10000	14000	72
Note	14000	18000	70
Note	18000	20000	69
Note	20000	22000	70
Note	22000	26000	72
Note	26000	30000	70
Note	32000	34000	70
Note	34000	38000	69
Note	38000	42000	67
Note	42000	44000	69
Note	44000	46000	67
Note	46000	48000	65
Note	48000	50000	64
Note	50000	52000	62
Note	52000	54000	64
Note	54000	58000	66
Note	58000	62000	67
Note	64000	66000	67
Note	66000	68000	62
Note	68000	70000	64
Note	70000	74000	66
Note	74000	80000	67
Note	80000	82000	72
Note	82000	84000	70
Note	84000	86000	70
Note	86000	88000	69
Note	88000	90000	69
Note	90000	96000	67
