*T 3/2
*K F Major
*T 2/2
*T 3/2
*M irregular 
*P 3000.0
Note	0	1000	65
Note	1000	2000	65
Note	2000	3000	67
Note	3000	4000	69
Note	4000	5000	70
Note	5000	6500	67
Note	6500	7000	67
Note	7000	9000	65
Note	10000	11000	65
Note	11000	12000	72
Note	12000	13000	74
Note	13000	14000	75
Note	14000	15000	72
Note	15000	17000	74
Note	17000	19000	72
Note	20000	21000	72
Note	21000	22000	72
Note	22000	23000	72
Note	23000	24000	77
Note	24000	24500	76
Note	24500	25000	74
Note	25000	26000	72
Note	26000	27000	74
Note	27000	28000	72
Note	28000	29000	72
Note	29000	31000	69
Note	32000	33000	72
Note	33000	34000	69
Note	34000	35000	72
Note	35000	36500	70
Note	36500	37000	69
Note	37000	38000	67
Note	38000	39000	65
Note	39000	41000	67
Note	41000	42000	65
