*T 4/4
*K g Minor
*M simple quadruple
*P 3000
Note	0.0	1000.0	72
Note	1000.0	2000.0	67
Note	2000.0	3000.0	65
Note	3000.0	3500.0	69
Note	3500.0	4000.0	70
Note	4000.0	5000.0	72
Note	5000.0	5500.0	67
Note	5500.0	6000.0	67
Note	6000.0	6500.0	69
Note	6500.0	7000.0	70
Note	7000.0	8000.0	69
Note	8000.0	9000.0	67
Note	9000.0	10000.0	69
Note	10000.0	11000.0	70
Note	11000.0	12000.0	72
Note	12000.0	13000.0	69
Note	13000.0	13500.0	67
Note	13500.0	14000.0	67
Note	14000.0	14500.0	69
Note	14500.0	15000.0	65
Note	15000.0	16000.0	67
