*T 6/8
*K C Major
*M compound duple
*P 500.0
Note	0	500	55
Note	500	1500	60
Note	1500	2000	62
Note	2000	3000	60
Note	3000	3500	55
Note	3500	4000	57
Note	4000	4500	55
Note	4500	5000	57
Note	5000	6500	55
Note	6500	7500	57
Note	7500	8000	60
Note	8000	9000	59
Note	9000	9500	62
Note	9500	12000	60
Note	12000	12500	55
Note	12500	13500	60
Note	13500	14000	62
Note	14000	15000	60
Note	15000	15500	55
Note	15500	16000	57
Note	16000	16500	55
Note	16500	17000	57
Note	17000	18500	55
Note	18500	19500	57
Note	19500	20000	60
Note	20000	21000	59
Note	21000	21500	62
Note	21500	24000	60
Note	24000	24500	60
Note	24500	25500	62
Note	25500	26000	62
Note	26000	27000	62
Note	27000	27500	64
Note	27500	28500	65
Note	28500	29000	64
Note	29000	30500	62
Note	30500	31500	64
Note	31500	32000	60
Note	32000	32500	60
Note	32500	33000	59
Note	33000	33500	60
Note	33500	34500	62
Note	34500	35000	59
Note	35000	36500	55
Note	36500	37500	57
Note	37500	38000	60
Note	38000	39000	59
Note	39000	39500	62
Note	39500	41500	60
