*T 3/8
*K G Major
*M simple triple
*P 500.0
Note	0	500	62
Note	500	1500	67
Note	1500	2000	71
Note	2000	2500	74
Note	2500	3000	76
Note	3000	3500	74
Note	3500	4000	71
Note	4000	4500	67
Note	4500	5000	74
Note	5000	6000	74
Note	6000	6500	74
Note	6500	7500	72
Note	7500	8000	74
Note	8000	9000	71
Note	9000	9500	62
Note	9500	10500	67
Note	10500	11000	71
Note	11000	11500	74
Note	11500	12000	76
Note	12000	12500	74
Note	12500	13000	71
Note	13000	13500	67
Note	13500	14000	74
Note	14000	15000	74
Note	15000	15500	74
Note	15500	16500	72
Note	16500	17000	74
Note	17000	18000	71
Note	18000	18500	74
Note	18500	19500	71
Note	19500	20000	67
Note	20000	21000	69
Note	21000	21500	74
Note	21500	22000	71
Note	22000	22500	67
Note	22500	23000	74
Note	23000	24000	71
Note	24000	24500	71
Note	24500	25500	69
Note	25500	26000	69
Note	26000	27000	67
Note	27000	27500	74
Note	27500	28500	71
Note	28500	29000	67
Note	29000	29500	69
Note	29500	30000	69
Note	30000	30500	74
Note	30500	31000	71
Note	31000	31500	67
Note	31500	32000	74
Note	32000	33000	71
Note	33000	33500	71
Note	33500	34500	69
Note	34500	35000	69
Note	35000	36000	67
