*T 6/8
*K G Major
*M compound duple
*P 500.0
Note	0	500	62
Note	500	1250	71
Note	1250	1500	69
Note	1500	2000	67
Note	2000	2500	67
Note	2500	3000	69
Note	3000	3500	71
Note	3500	4000	71
Note	4000	4500	69
Note	6000	6500	69
Note	6500	7500	69
Note	7500	8000	74
Note	8000	9000	74
Note	9000	9500	72
Note	9500	11000	71
Note	12000	12500	74
Note	12500	13000	74
Note	13000	13500	72
Note	13500	13750	71
Note	13750	14000	71
Note	14000	14500	71
Note	14500	15000	69
Note	15000	15500	67
Note	15500	17500	72
Note	17500	18000	74
Note	18000	18500	76
Note	18500	19000	76
Note	19000	19500	74
Note	19500	20000	71
Note	20000	20500	74
Note	20500	21000	72
Note	21000	21250	69
Note	21250	21500	72
Note	21500	23000	71
