*T 2/4
*K A Minor
*M simple duple
*P 500.0
Note	0	500	64
Note	500	1000	69
Note	1000	1500	71
Note	1500	2000	72
Note	2000	2500	71
Note	2500	3000	69
Note	3000	3500	71
Note	3500	4000	72
Note	4000	4500	71
Note	4500	5000	76
Note	5000	5500	76
Note	5500	6000	74
Note	6000	6500	72
Note	6500	7000	71
Note	7000	7250	71
Note	7250	7500	72
Note	7500	8000	69
Note	8000	8500	69
Note	8500	9000	76
Note	9000	9500	77
Note	9500	10000	79
Note	10000	10500	74
Note	10500	11000	76
Note	11000	11500	72
Note	11500	12000	71
Note	12000	12500	67
Note	12500	13000	76
Note	13000	13500	77
Note	13500	14000	79
Note	14000	14500	74
Note	14500	15000	76
Note	15000	15500	72
Note	15500	16000	71
Note	16000	16500	67
Note	16500	17000	76
Note	17000	17500	74
Note	17500	18000	72
Note	18000	18500	71
Note	18500	19000	69
Note	19000	19500	71
Note	19500	20000	68
Note	20000	20500	67
Note	20500	21000	76
Note	21000	21500	74
Note	21500	22000	72
Note	22000	22500	71
Note	22500	23000	69
Note	23000	23500	71
Note	23500	24000	68
Note	24000	24500	64
Note	24500	25000	69
Note	25000	25500	71
Note	25500	26000	72
Note	26000	26500	71
Note	26500	27000	69
Note	27000	27500	71
Note	27500	28000	72
Note	28000	28500	71
Note	28500	29000	76
Note	29000	29500	76
Note	29500	30000	74
Note	30000	30500	72
Note	30500	31000	71
Note	31000	31250	72
Note	31250	31500	71
Note	31500	32000	69
