*T 3/8
*K C Major
*T 3/4
*T 2/4
*T 3/4
*M irregular 
*P 500.0
Note	0	500	60
Note	500	1000	60
Note	1000	1500	60
Note	1500	2000	64
Note	2000	2500	67
Note	2500	3000	67
Note	3000	3500	65
Note	3500	4000	64
Note	4000	4500	64
Note	4500	5000	65
Note	5000	6000	67
Note	6500	7000	60
Note	7000	7500	64
Note	7500	8000	60
Note	8000	9000	65
Note	9000	9500	64
Note	9500	10000	67
Note	10000	10500	62
Note	10500	11000	62
Note	11000	11500	60
Note	11500	12000	60
Note	12000	12500	64
Note	12500	13000	60
Note	13000	14000	65
Note	14000	14500	64
Note	14500	15000	67
Note	15000	15500	62
Note	15500	16000	62
Note	16000	17000	60
