*T 3/2
*K e Minor
*M simple triple
*P 2000
Note	0.0	2000.0	64
Note	2000.0	5000.0	67
Note	5000.0	6000.0	67
Note	6000.0	8000.0	67
Note	8000.0	11000.0	67
Note	11000.0	12000.0	67
Note	12000.0	14000.0	67
Note	14000.0	18000.0	69
Note	18000.0	20000.0	67
Note	20000.0	24000.0	69
Note	24000.0	26000.0	69
Note	26000.0	30000.0	72
Note	30000.0	32000.0	72
Note	32000.0	34000.0	71
Note	34000.0	36000.0	69
Note	36000.0	38000.0	67
Note	38000.0	42000.0	65
Note	42000.0	43000.0	64
Note	43000.0	44000.0	62
Note	44000.0	48000.0	64
Note	48000.0	50000.0	64
Note	50000.0	52000.0	69
Note	52000.0	54000.0	69
Note	54000.0	56000.0	69
Note	56000.0	60000.0	69
Note	60000.0	62000.0	69
Note	62000.0	66000.0	67
Note	66000.0	68000.0	64
Note	68000.0	72000.0	60
Note	72000.0	74000.0	60
Note	74000.0	78000.0	67
Note	78000.0	80000.0	64
Note	80000.0	84000.0	65
Note	84000.0	86000.0	67
Note	86000.0	92000.0	69
Note	92000.0	96000.0	67
Note	96000.0	98000.0	72
Note	98000.0	101000.0	71
Note	101000.0	102000.0	69
Note	102000.0	103000.0	67
Note	103000.0	104000.0	65
Note	104000.0	108000.0	64
