*T 6/8
*K E-flat Major
*M compound duple
*P 500.0
Note	0	500	58
Note	500	1500	63
Note	1500	2000	67
Note	2000	3000	70
Note	3000	3500	63
Note	3500	4000	63
Note	4000	5000	62
Note	6000	6500	58
Note	6500	7500	62
Note	7500	8000	65
Note	8000	9000	70
Note	9000	9500	68
Note	9500	11000	67
Note	12000	12250	63
Note	12250	12500	65
Note	12500	13500	67
Note	13500	14000	67
Note	14000	15000	68
Note	15000	15500	70
Note	15500	16500	72
Note	16500	17000	75
Note	17000	18000	74
Note	18000	18500	72
Note	18500	19000	70
Note	19000	19500	70
Note	19500	20000	70
Note	20000	21000	70
Note	21000	21500	68
Note	21500	23000	67
