*T 3/4
*K F Major
*T 4/4
*T 3/4
*T 2/4
*T 3/4
*T 2/4
*T 3/4
*M irregular 
*P 1500.0
Note	0	500	65
Note	500	1000	65
Note	1000	1500	69
Note	1500	2500	72
Note	2500	3500	72
Note	3500	4500	70
Note	4500	5500	72
Note	5500	8500	69
Note	8500	9500	65
Note	9500	11000	70
Note	11000	11500	74
Note	11500	12500	77
Note	12500	13000	76
Note	13000	13500	74
Note	13500	14500	74
Note	14500	16500	72
Note	16500	17500	72
Note	17500	18000	74
Note	18000	18500	72
Note	18500	19000	70
Note	19000	19500	69
Note	19500	20000	69
Note	20000	20500	67
Note	20500	21000	67
Note	21000	21500	65
Note	21500	22000	64
Note	22000	22500	67
Note	22500	24000	72
Note	24000	24500	70
Note	24500	25500	74
Note	25500	27500	72
Note	27500	28500	72
Note	28500	29000	74
Note	29000	29500	72
Note	29500	30000	70
Note	30000	30500	69
Note	30500	31000	69
Note	31000	31500	67
Note	31500	32000	67
Note	32000	32500	65
Note	32500	33000	64
Note	33000	33500	67
Note	33500	35000	72
Note	35000	35500	70
Note	35500	36500	70
Note	36500	37500	69
