*T 6/8
*K D Major
*M compound duple
*P 0.0
Note	0	500	62
Note	500	1000	62
Note	1000	1500	62
Note	1500	2500	62
Note	2500	3000	64
Note	3000	3500	62
Note	3500	4000	60
Note	4000	4500	59
Note	4500	5500	57
Note	6000	6500	59
Note	6500	7000	60
Note	7000	7500	62
Note	7500	8500	57
Note	8500	9000	59
Note	9000	10000	57
Note	10000	10500	55
Note	10500	11500	53
Note	12000	12500	62
Note	12500	13000	64
Note	13000	13500	65
Note	13500	14500	62
Note	14500	15000	64
Note	15000	15500	60
Note	15500	16000	59
Note	16000	16500	60
Note	16500	17500	62
