Reference OTL: ES WOLLT SICH EIN MAEDCHEN
Reference ARE: Europa, Mitteleuropa, Deutschland, Rheinland
Reference SCT: Z0017
Reference YEM: Copyright 1995, estate of Helmut Schaffrath.
Info keysig 1 sharp
Info key G Major
Note	0	500	62
Note	1000	1750	67
Note	2500	2750	67
Note	3000	3500	67
Note	4000	4750	71
Note	5500	5750	67
Note	6000	6500	71
Note	7000	7750	74
Note	8500	8750	76
Note	9000	9500	74
Note	10000	10750	71
Note	11500	11750	72
Note	12000	12500	74
Note	13000	14500	72
Note	16000	17000	69
Note	18000	18500	62
Note	19000	19750	67
Note	20500	20750	67
Note	21000	21500	67
Note	22000	22750	71
Note	23500	23750	67
Note	24000	24500	71
Note	25000	25750	74
Note	26500	26750	76
Note	27000	27500	74
Note	28000	28750	71
Note	29500	29750	72
Note	30000	30500	74
Note	31000	32500	72
Note	34000	35000	69
Note	36000	36500	67
Note	37000	37750	71
Note	38500	38750	69
Note	39000	39500	71
Note	40000	40750	69
Note	41500	41750	67
Note	42000	42500	69
Note	43000	43750	71
Note	44500	44750	72
Note	45000	45500	71
Note	46000	46500	69
Note	47000	47750	69
Note	48500	48750	71
Note	49000	49750	72
Note	50500	50750	72
Note	51000	51500	72
Note	52000	52750	72
Note	53500	53750	71
Note	54000	54500	72
Note	55000	55750	76
Note	56500	56750	74
Note	57000	57500	74
Note	58000	59000	71
Note	60000	60500	71
Note	61000	61500	79
Note	62000	62500	78
Note	63000	63500	76
Note	64000	64500	74
Note	65000	65500	72
Note	66000	66500	71
Note	67000	68500	72
Note	70000	71500	69
Note	73000	74000	67
Reference AGN: Sagen - Lied, Romanze
Reference ONB: ESAC (Essen Associative Code) Database: ZUCCAL
Reference AMT: simple triple
Reference AIN: vox
Reference EED: Helmut Schaffrath
Reference EEV: 1.0
