Reference OTL: ES ZIEHN NACH FERNEN LANDEN
Reference ARE: Europa, Mitteleuropa, Deutschland
Reference SCT: B0523
Reference YEM: Copyright 1995, estate of Helmut Schaffrath.
Info keysig no accidentals
Info key C Major
Note	0	500	52
Note	1000	2000	52
Note	3000	3500	55
Note	4000	5000	55
Note	6000	6500	60
Note	7000	8500	60
Note	10000	11000	59
Note	12000	12500	59
Note	13000	14000	57
Note	15000	15500	57
Note	16000	17000	55
Note	18000	18500	53
Note	19000	21500	52
Note	24000	24500	52
Note	25000	26000	52
Note	27000	27500	55
Note	28000	29000	55
Note	30000	30500	60
Note	31000	32500	60
Note	34000	35000	59
Note	36000	36500	57
Note	37000	38000	55
Note	39000	39500	59
Note	40000	41000	59
Note	42000	42500	57
Note	43000	45000	55
Note	48000	48500	55
Note	49000	50000	57
Note	51000	51500	57
Note	52000	53000	57
Note	54000	54500	57
Note	55000	56500	57
Note	58000	59000	62
Note	60000	60500	62
Note	61000	62000	59
Note	63000	63500	59
Note	64000	64500	60
Note	65000	65500	59
Note	66000	66500	60
Note	67000	69500	55
Note	72000	72500	62
Note	73000	74000	64
Note	75000	75500	64
Note	76000	77000	60
Note	78000	78500	60
Note	79000	80500	65
Note	82000	83000	64
Note	84000	84500	62
Note	85000	86000	60
Note	87000	87500	60
Note	88000	88500	59
Note	89000	89500	57
Note	90000	90500	59
Note	91000	93000	60
Reference AGN: Wander - Lied
Reference ONB: ESAC (Essen Associative Code) Database: BOEHME
Reference AMT: compound duple
Reference AIN: vox
Reference EED: Helmut Schaffrath
Reference EEV: 1.0
